,PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON,BIRTHDATE,COUNTRY,HEIGHT,WEIGHT,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
1739,Julyan Stone,1610612766,202933,2017,1988-12-07,USA,6-6,200,Undrafted,Undrafted,Undrafted,N
1741,Marcus Paige,1610612766,1627779,2017,1993-09-11,USA,6-0,164,2016,2,55,N
1757,Andrew White III,1610612737,1628510,2017,1993-06-16,USA,6-7,210,2017,,,N
1765,Alec Peters,1610612756,1628409,2017,1995-04-13,USA,6-9,235,2017,2,54,N
1772,Aaron Harrison,1610612742,1626151,2017,1994-10-28,USA,6-6,210,Undrafted,Undrafted,Undrafted,N
1780,Tim Quarterman,1610612745,1627817,2017,1994-10-27,USA,6-6,190,2016,,,N
1787,Jeremy Evans,1610612737,202379,2017,1987-10-24,USA,6-9,200,2010,2,55,N
1791,Georgios Papagiannis,1610612757,1627834,2017,1997-07-03,Greece,7-1,240,2016,1,13,N
1792,Xavier Munford,1610612749,204098,2017,1992-06-01,USA,6-4,173,2014,,,N
1793,Marshall Plumlee,1610612749,1627850,2017,1992-07-14,USA,7-0,250,Undrafted,Undrafted,Undrafted,N
1804,Jordan Mickey,1610612748,1626175,2017,1994-07-09,USA,6-8,235,2015,2,33,N
1807,Marquis Teague,1610612763,203104,2017,1993-02-28,USA,6-2,189,2012,1,29,N
1808,Larry Drew II,1610612740,203580,2017,1990-03-05,USA,6-2,180,Undrafted,Undrafted,Undrafted,N
1809,Darrun Hilliard,1610612759,1626199,2017,1993-04-13,USA,6-6,220,2015,2,38,N
1831,Brice Johnson,1610612763,1627744,2017,1994-06-27,USA,6-10,230,2016,1,25,N
1834,Paul Zipser,1610612741,1627835,2017,1994-02-18,Germany,6-8,226,2016,2,48,N
1838,Mangok Mathiang,1610612766,1628493,2017,1992-10-08,Australia,6-10,230,Undrafted,Undrafted,Undrafted,N
1840,James Young,1610612755,203923,2017,1995-08-16,USA,6-6,215,2014,1,17,N
1843,Jameel Warney,1610612742,1627866,2017,1994-01-31,USA,6-8,260,Undrafted,Undrafted,Undrafted,N
1844,Erik McCree,1610612762,1628571,2017,1993-12-20,USA,6-8,225,Undrafted,Undrafted,Undrafted,N
1847,Isaiah Whitehead,1610612751,1627785,2017,1995-03-08,USA,6-4,213,2016,2,42,N
1850,Derrick Williams,1610612747,202682,2017,1991-05-25,USA,6-8,240,2011,1,2,N
1855,Matt Costello,1610612759,1627856,2017,1993-08-05,USA,6-10,240,Undrafted,Undrafted,Undrafted,N
1856,Xavier Rathan-Mayes,1610612763,1628504,2017,1994-04-29,Canada,6-4,208,2017,,,N
1860,Malcolm Delaney,1610612737,1627098,2017,1989-03-11,USA,6-3,190,Undrafted,Undrafted,Undrafted,N
1863,Jarell Eddie,1610612741,204067,2017,1991-10-30,USA,6-7,218,Undrafted,Undrafted,Undrafted,N
1867,Brandan Wright,1610612745,201148,2017,1987-10-05,USA,6-10,235,2007,1,8,N
1868,Kyle Singler,1610612760,202713,2017,1988-05-04,USA,6-8,228,2011,2,33,N
1869,Rashad Vaughn,1610612753,1626173,2017,1996-08-16,USA,6-6,202,2015,1,17,N
1870,Trey McKinney-Jones,1610612754,203590,2017,1990-08-27,USA,6-5,220,Undrafted,Undrafted,Undrafted,N
1880,Markel Brown,1610612745,203900,2017,1992-01-29,USA,6-3,190,2014,2,44,N
1883,Mike James,1610612740,1628455,2017,1990-08-18,USA,6-1,175,Undrafted,Undrafted,Undrafted,N
1885,Josh McRoberts,1610612742,201177,2017,1987-02-28,USA,6-10,240,2007,2,37,N
1895,Willie Reed,1610612765,203186,2017,1990-05-16,USA,6-11,245,2011,0,0,N
1905,Johnny O'Bryant III,1610612766,203948,2017,1993-06-01,USA,6-9,257,2014,2,36,N
1921,Tony Allen,1610612740,2754,2017,1982-01-11,USA,6-4,213,2004,1,25,N
1937,Luis Montero,1610612765,1626242,2017,1993-04-06,Dominican Republic,6-7,200,Undrafted,Undrafted,Undrafted,N
1942,Damien Wilkins,1610612754,2863,2017,1980-01-11,USA,6-6,217,Undrafted,Undrafted,Undrafted,N
1945,James Michael McAdoo,1610612755,203949,2017,1993-01-04,USA,6-9,230,Undrafted,Undrafted,Undrafted,N
1946,Bobby Brown,1610612745,201628,2017,1984-09-24,USA,6-2,175,Undrafted,Undrafted,Undrafted,N
1947,Jacob Wiley,1610612751,1628451,2017,1994-09-04,USA,6-8,223,Undrafted,Undrafted,Undrafted,N
1948,Vander Blue,1610612747,203505,2017,1992-07-17,USA,6-5,200,Undrafted,Undrafted,Undrafted,N
1949,Jacob Pullen,1610612755,1626643,2017,1989-11-10,USA,6-1,200,Undrafted,Undrafted,Undrafted,N
1950,Matt Williams Jr.,1610612748,1628475,2017,1993-10-14,USA,6-5,210,Undrafted,Undrafted,Undrafted,N
1952,Jamil Wilson,1610612746,203966,2017,1990-11-21,USA,6-7,229,Undrafted,Undrafted,Undrafted,N
1953,Joel Bolomboy,1610612749,1627762,2017,1994-01-28,Ukraine,6-9,235,2016,2,52,N
1954,Adreian Payne,1610612753,203940,2017,1991-02-19,USA,6-10,237,2014,1,15,N
1955,Vincent Hunter,1610612763,1626205,2017,1994-08-05,USA,6-8,208,Undrafted,Undrafted,Undrafted,N
1959,Nate Wolters,1610612762,203489,2017,1991-05-15,USA,6-4,190,2013,2,38,N
1961,Jeff Withey,1610612742,203481,2017,1990-03-07,USA,7-0,230,2013,2,39,N
1965,Yakuba Ouattara,1610612751,1628473,2017,1992-01-24,France,,,Undrafted,Undrafted,Undrafted,N
1966,Nicolas Brussino,1610612737,1627852,2017,1993-03-02,Argentina,6-8,195,Undrafted,Undrafted,Undrafted,N
1976,Gian Clavell,1610612742,1628492,2017,1993-11-26,Puerto Rico,6-4,185,Undrafted,Undrafted,Undrafted,N
1978,Josh Smith,1610612740,2746,2017,1985-12-05,USA,6-9,225,2004,1,17,N
1979,Mindaugas Kuzminskas,1610612752,1627851,2017,1989-10-19,Lithuania,6-9,215,Undrafted,Undrafted,Undrafted,N
1980,Mirza Teletovic,1610612749,203141,2017,1985-09-17,Bosnia and Herzegovina,6-9,242,Undrafted,Undrafted,Undrafted,N
1981,Carrick Felix,1610612764,203467,2017,1990-08-17,USA,6-6,201,2013,2,33,N
1985,Mike Young,1610612764,1628454,2017,1994-09-05,USA,,,Undrafted,Undrafted,Undrafted,N
1991,Ike Iroegbu,1610612746,1628528,2017,1995-03-14,USA,,,Undrafted,Undrafted,Undrafted,N
1993,Matt Jones,1610612758,1628512,2017,1994-12-05,USA,,,Undrafted,Undrafted,Undrafted,N
1998,Michael Gbinije,1610612744,1627771,2017,1992-06-05,USA,6-7,200,2016,2,49,N
1999,Beno Udrih,1610612765,2757,2017,1982-07-05,Slovenia,6-3,205,2004,1,28,N
2000,Joel Anthony,1610612749,201202,2017,1982-08-09,Canada,6-9,245,Undrafted,Undrafted,Undrafted,N
2004,AJ Hammons,1610612748,1627773,2017,1992-08-27,USA,7-0,260,2016,2,46,N
2005,Tony Mitchell,1610612748,203183,2017,1989-08-07,USA,6-6,216,Undrafted,Undrafted,Undrafted,N
2007,James Blackmon Jr.,1610612755,1628511,2017,1995-04-25,USA,,,Undrafted,Undrafted,Undrafted,N
2008,Kris Humphries,1610612755,2743,2017,1985-02-06,USA,6-9,235,2004,1,14,N
2010,Isaac Hamilton,1610612739,1628554,2017,1994-05-14,USA,,,Undrafted,Undrafted,Undrafted,N
2012,Damjan Rudez,1610612753,204014,2017,1986-06-17,Croatia,6-10,228,Undrafted,Undrafted,Undrafted,N
2015,Perry Jones III,1610612740,203103,2017,1991-09-24,USA,6-11,235,2012,1,28,N
2016,Cliff Alexander,1610612740,1626146,2017,1995-11-16,USA,6-8,240,Undrafted,Undrafted,Undrafted,N
2018,Rade Zagorac,1610612763,1627825,2017,1995-08-12,Serbia,,,2016,2,35,N
2019,Durand Scott,1610612763,1628677,2017,1990-02-22,USA,,,Undrafted,Undrafted,Undrafted,N
2020,Sheldon Mac,1610612764,1627815,2017,1992-12-21,USA,6-6,200,2016,,,N
2024,Maalik Wayns,1610612742,203146,2017,1991-05-02,USA,6-1,195,Undrafted,Undrafted,Undrafted,N
2025,Brandon Ashley,1610612742,1626165,2017,1994-07-15,USA,,,Undrafted,Undrafted,Undrafted,N
2027,Terry Henderson,1610612766,1628516,2017,1994-03-21,USA,,,2017,,,N
2028,T.J. Williams,1610612766,1628494,2017,1994-10-26,USA,,,Undrafted,Undrafted,Undrafted,N
2030,Luke Petrasek,1610612766,1628517,2017,1995-08-17,USA,,,Undrafted,Undrafted,Undrafted,N
2032,Davion Berry,1610612761,204310,2017,1991-11-01,USA,,,Undrafted,Undrafted,Undrafted,N
2033,Diamond Stone,1610612741,1627754,2017,1997-02-10,USA,6-11,255,2016,2,40,N
2034,Jaylen Johnson,1610612741,1628575,2017,1996-08-07,USA,,,2017,,,N
2035,Bronson Koenig,1610612741,1628460,2017,1994-11-13,USA,,,2017,,,N
2038,Anthony Morrow,1610612757,201627,2017,1985-09-27,USA,6-5,210,Undrafted,Undrafted,Undrafted,N
2040,Archie Goodwin,1610612757,203462,2017,1994-08-17,USA,6-5,205,2013,1,29,N
2042,Elijah Millsap,1610612756,202407,2017,1987-08-12,USA,6-7,215,Undrafted,Undrafted,Undrafted,N
2045,Chris Johnson,1610612745,203187,2017,1990-04-29,USA,6-6,206,Undrafted,Undrafted,Undrafted,N
2046,George de Paula,1610612745,1628437,2017,1996-05-24,Brazil,,,Undrafted,Undrafted,Undrafted,N
2047,Akil Mitchell,1610612751,204064,2017,1992-06-26,USA,,,Undrafted,Undrafted,Undrafted,N
2048,Jeremy Senglin,1610612751,1628496,2017,1995-03-24,USA,,,Undrafted,Undrafted,Undrafted,N
2049,Daniel Dixon,1610612738,1628679,2017,1994-02-13,USA,,,2017,0,,N
2050,L.J. Peak,1610612738,1628433,2017,1996-02-02,USA,,,Undrafted,Undrafted,Undrafted,N
2051,Jonathan Holmes,1610612738,1626182,2017,1992-12-09,USA,,,Undrafted,Undrafted,Undrafted,N
2053,Landry Nnoko,1610612765,1628477,2017,1994-04-09,Cameroon,,,Undrafted,Undrafted,Undrafted,N
2054,Derek Willis,1610612765,1628491,2017,1995-06-21,USA,,,Undrafted,Undrafted,Undrafted,N
2055,Edy Tavares,1610612739,204002,2017,1992-03-22,Cabo Verde,7-3,265,2014,2,43,N
2062,Semaj Christon,1610612760,203902,2017,1992-11-01,USA,6-3,190,2014,2,55,N
2063,Rashawn Thomas,1610612760,1628577,2017,1994-08-15,USA,,,Undrafted,Undrafted,Undrafted,N
2065,Josh Childress,1610612743,2735,2017,1983-06-20,USA,6-8,210,2004,1,6,N
2067,Torian Graham,1610612762,1628680,2017,1993-03-26,USA,,,Undrafted,Undrafted,Undrafted,N
2068,Eric Griffin,1610612762,203547,2017,1990-05-26, ,,,Undrafted,Undrafted,Undrafted,N
2069,Marcus Williams,1610612758,200766,2017,1985-12-03,USA,6-3,205,2006,1,22,N
2070,DeQuan Jones,1610612754,203199,2017,1990-06-20,USA,6-8,221,Undrafted,Undrafted,Undrafted,N
2072,Melo Trimble,1610612750,1628453,2017,1995-02-02,USA,,,Undrafted,Undrafted,Undrafted,N
2073,Daniel Ochefu,1610612764,1627849,2017,1993-12-15,USA,6-11,245,Undrafted,Undrafted,Undrafted,N
2074,LaDontae Henton,1610612746,1628176,2017,1992-01-06,USA,,,Undrafted,Undrafted,Undrafted,N
2075,V.J. Beachem,1610612747,1628431,2017,1995-01-15,USA,,,2017,,,N
2076,Stephen Zimmerman,1610612747,1627757,2017,1996-09-09,USA,7-0,240,2016,2,41,N
2077,Brandon Rush,1610612749,201575,2017,1985-07-07,USA,6-6,225,2008,1,13,N
2078,Kendall Marshall,1610612749,203088,2017,1991-08-19,USA,6-4,200,2012,1,13,N
2080,Peter Jok,1610612756,1628514,2017,1994-03-30,South Sudan,,,Undrafted,Undrafted,Undrafted,N
2081,Taylor Braun,1610612762,1628579,2017,1991-07-06,USA,,,Undrafted,Undrafted,Undrafted,N
2083,Jordan Mathews,1610612737,1628535,2017,1994-06-22,USA,,,Undrafted,Undrafted,Undrafted,N
2084,Georges Niang,1610612744,162777,2017,1900-01-01,,,,Undrafted,Undrafted,Undrafted,N
2085,Andy Rautins,1610612761,202360,2017,1986-11-02,USA,6-4,190,2010,2,38,N
2086,Kyle Wiltjer,1610612761,1627787,2017,1992-10-20,Canada,6-10,240,Undrafted,Undrafted,Undrafted,N
2087,Kennedy Meeks,1610612761,1628452,2017,1995-02-05,USA,,,Undrafted,Undrafted,Undrafted,N
2088,Paige Marcus,1610612766,1962937755,2017,1900-01-01,,,,Undrafted,Undrafted,Undrafted,N
2090,Jeremy Morgan,1610612763,1628456,2017,1995-05-08,USA,,,Undrafted,Undrafted,Undrafted,N
2092,Matt Matt,1610612758,1962937827,2017,1900-01-01,,,,Undrafted,Undrafted,Undrafted,N
2093,Devin Williams,1610612738,1628241,2017,1994-05-31,USA,,,Undrafted,Undrafted,Undrafted,N
2095,Alex Hamilton,1610612744,1628174,2017,1993-10-05,USA,,,Undrafted,Undrafted,Undrafted,N
2103,Deron Williams,1610612739,101114,2016,1984-06-26,USA,6-3,200,2005,1,3,N
2106,Dahntay Jones,1610612739,2563,2016,1980-12-27,USA,6-6,225,2003,1,20,N
2107,James Jones,1610612739,2592,2016,1980-10-04,USA,6-8,218,2003,2,49,N
2117,Matt Barnes,1610612744,2440,2016,1980-03-09,USA,6-7,226,2002,2,45,N
2149,David Lee,1610612759,101135,2016,1983-04-29,USA,6-9,245,2005,1,30,N
2179,Boris Diaw,1610612762,2564,2016,1982-04-16,France,6-8,250,2003,1,21,N
2214,Paul Pierce,1610612746,1718,2016,1977-10-13,USA,6-7,235,1998,1,10,Y
2218,Alan Anderson,1610612746,101187,2016,1982-10-16,USA,6-6,220,Undrafted,Undrafted,Undrafted,N
2219,Brandon Bass,1610612746,101138,2016,1985-04-30,USA,6-8,250,2005,2,33,N
2229,Mike Dunleavy,1610612737,2399,2016,1980-09-15,USA,6-9,230,2002,1,3,N
2258,Spencer Hawes,1610612749,201150,2016,1988-04-28,USA,7-1,245,2007,1,10,N
2283,Norris Cole,1610612760,202708,2016,1988-10-13,USA,6-2,175,2011,1,28,N
2305,Kevin Seraphin,1610612754,202338,2016,1989-12-07,France,6-10,278,2010,1,17,N
2308,Monta Ellis,1610612754,101145,2016,1985-10-26,USA,6-3,185,2005,2,40,N
2311,Rakeem Christmas,1610612754,1626176,2016,1991-12-01,USA,6-9,250,2015,2,36,N
2331,Jordan Hill,1610612750,201941,2016,1987-07-27,USA,6-10,240,2009,1,8,N
2343,Axel Toupane,1610612740,1626253,2016,1992-07-23,France,6-7,210,Undrafted,Undrafted,Undrafted,N
2355,Metta World Peace,1610612747,1897,2016,1979-11-13,USA,6-7,260,1999,1,16,N
2381,Patricio Garino,1610612753,1627868,2016,1993-05-17,Argentina,6-6,203,Undrafted,Undrafted,Undrafted,N
2386,Ryan Kelly,1610612737,203527,2016,1991-04-09,USA,6-11,230,2013,2,48,N
2393,Mike Miller,1610612743,2034,2016,1980-02-19,USA,6-8,218,2000,1,5,N
2398,Roy Hibbert,1610612743,201579,2016,1986-12-11,USA,7-2,270,2008,1,17,N
2428,Justin Hamilton,1610612751,203120,2016,1990-04-01,USA,7-0,255,2012,2,45,N
2429,Randy Foye,1610612751,200751,2016,1983-09-24,USA,6-4,218,2006,1,7,N
2432,Andrew Nicholson,1610612751,203094,2016,1989-12-08,Canada,6-9,250,2012,1,19,N
2457,Gerald Henderson,1610612755,201945,2016,1987-12-09,USA,6-5,215,2009,1,12,N
2459,Shawn Long,1610612755,1627848,2016,1993-01-29,USA,6-9,255,Undrafted,Undrafted,Undrafted,N
2460,Tiago Splitter,1610612755,201168,2016,1985-01-01,Brazil,6-11,245,2007,1,28,N
2463,Sergio Rodriguez,1610612755,200771,2016,1986-06-12,Spain,6-3,176,2006,1,27,N
2466,Maurice Ndour,1610612752,1626254,2016,1992-06-18,Senegal,6-9,200,Undrafted,Undrafted,Undrafted,N
2474,Sasha Vujacic,1610612752,2756,2016,1984-03-08,Slovenia,6-7,195,2004,1,27,N
2484,Brian Roberts,1610612766,203148,2016,1985-12-03,USA,6-1,173,Undrafted,Undrafted,Undrafted,N
2501,Ronnie Price,1610612756,101179,2016,1983-06-21,USA,6-2,190,Undrafted,Undrafted,Undrafted,N
2510,C.J. Watson,1610612753,201228,2016,1984-04-17,USA,6-2,175,Undrafted,Undrafted,Undrafted,N
2512,Larry Sanders,1610612739,202336,2016,1988-11-21,USA,6-11,230,2010,1,15,N
2530,Leandro Barbosa,1610612756,2571,2016,1982-11-28,Brazil,6-3,194,2003,1,28,N
2532,Manny Harris,1610612742,202412,2016,1989-09-21,USA,6-5,185,Undrafted,Undrafted,Undrafted,N
2534,Rodney Stuckey,1610612754,201155,2016,1986-04-21,USA,6-5,205,2007,1,15,N
2543,Toney Douglas,1610612763,201962,2016,1986-03-16,USA,6-2,195,2009,1,29,N
2546,Justin Harper,1610612755,202712,2016,1989-08-30,USA,6-10,225,2011,2,32,N
2548,Ben Bentil,1610612742,1627791,2016,1995-03-29,Ghana,6-9,235,2016,2,51,N
2550,Reggie Williams,1610612740,202130,2016,1986-09-14,USA,6-6,205,Undrafted,Undrafted,Undrafted,N
2556,Luis Scola,1610612751,2449,2016,1980-04-30,Argentina,6-9,241,2002,2,55,N
2560,Lamar Patterson,1610612737,203934,2016,1991-08-12,USA,6-5,225,2014,2,48,N
2561,Mike Tobey,1610612766,1627861,2016,1994-10-10,USA,7-0,260,Undrafted,Undrafted,Undrafted,N
2562,Ray McCallum,1610612766,203492,2016,1991-06-12,USA,6-3,190,2013,2,36,N
2565,Marcus Thornton,1610612764,201977,2016,1987-06-05,USA,6-4,205,2009,2,43,N
2579,Marcelo Huertas,1610612747,1626273,2016,1983-05-25,Brazil,6-3,200,Undrafted,Undrafted,Undrafted,N
2582,Jared Sullinger,1610612761,203096,2016,1992-03-04,USA,6-9,260,2012,1,21,N
2604,Anderson Varejao,1610612744,2760,2016,1982-09-28,Brazil,6-11,260,2004,2,30,N
2608,Steve Novak,1610612749,200779,2016,1983-06-13,USA,6-10,225,2006,2,32,N
2611,Pierre Jackson,1610612742,203510,2016,1991-08-29,USA,5-10,180,2013,2,42,N
2613,Gary Neal,1610612737,202390,2016,1984-10-03,USA,6-4,210,Undrafted,Undrafted,Undrafted,N
2615,Alonzo Gee,1610612743,202087,2016,1987-05-29,USA,6-6,225,Undrafted,Undrafted,Undrafted,N
2618,John Lucas III,1610612750,101249,2016,1982-11-21,USA,5-11,166,Undrafted,Undrafted,Undrafted,N
2619,Arinze Onuaku,1610612753,202620,2016,1987-07-13,USA,6-9,255,Undrafted,Undrafted,Undrafted,N
2625,Nicolas Laprovittola,1610612759,1627879,2016,1990-01-31,Argentina,6-4,180,Undrafted,Undrafted,Undrafted,N
2627,Chris Andersen,1610612739,2365,2016,1978-07-07,USA,6-10,245,Undrafted,Undrafted,Undrafted,N
2635,Jordan Farmar,1610612758,200770,2016,1986-11-30,USA,6-2,180,2006,1,26,N
2637,Greivis Vasquez,1610612751,202349,2016,1987-01-16,Venezuela,6-6,217,2010,1,28,N
2641,Festus Ezeli,1610612757,203105,2016,1989-10-21,Nigeria,6-11,265,2012,1,30,N
2642,Grant Jerrett,1610612757,203511,2016,1993-07-08,USA,6-10,232,2013,2,40,N
2643,Greg Stiemsma,1610612757,201880,2016,1985-09-26,USA,6-11,260,Undrafted,Undrafted,Undrafted,N
2646,Yi Jianlian,1610612747,201146,2016,1987-10-27,China,7-0,250,2007,1,6,N
2648,Keith Hornsby,1610612742,1627867,2016,1992-01-30,USA,,,Undrafted,Undrafted,Undrafted,N
2650,Robbie Hummel,1610612743,203133,2016,1989-03-08,USA,6-9,219,2012,2,58,N
2652,Pablo Prigioni,1610612745,203143,2016,1977-05-17,Argentina,6-3,185,Undrafted,Undrafted,Undrafted,N
2654,PJ Hairston,1610612745,203798,2016,1992-12-24,USA,6-6,230,2014,1,26,N
2657,Livio Jean-Charles,1610612759,203520,2016,1993-11-08,France,,,2013,1,28,N
2658,Rasheed Sulaimon,1610612766,1627881,2016,1994-03-09,USA,,,Undrafted,Undrafted,Undrafted,N
2659,Perry Ellis,1610612766,1627768,2016,1993-09-14,USA,,,Undrafted,Undrafted,Undrafted,N
2660,Rasual Butler,1610612750,2446,2016,1979-05-23,USA,6-7,215,2002,2,52,N
2661,Toure' Murry,1610612750,203315,2016,1989-11-08,USA,6-5,195,Undrafted,Undrafted,Undrafted,N
2662,Cat Barber,1610612755,1627760,2016,1994-07-25,USA,6-1,173,2016,,,N
2667,Vashil Fernandez,1610612748,1628041,2016,1992-01-16,Jamaica,,,Undrafted,Undrafted,Undrafted,N
2669,Drew Crawford,1610612761,203990,2016,1990-10-18,USA,,,Undrafted,Undrafted,Undrafted,N
2670,Brady Heslip,1610612761,204029,2016,1990-06-19,Canada,,,Undrafted,Undrafted,Undrafted,N
2671,Yanick Moreira,1610612761,1626213,2016,1991-07-31,Angola,,,Undrafted,Undrafted,Undrafted,N
2672,E.J. Singler,1610612761,203560,2016,1990-06-06,USA,,,Undrafted,Undrafted,Undrafted,N
2676,Casper Ware,1610612764,203810,2016,1990-01-17,USA,,,Undrafted,Undrafted,Undrafted,N
2677,Chris Bosh,1610612748,2547,2016,1984-03-24,USA,6-11,235,2003,1,4,N
2678,Will Bynum,1610612737,101198,2016,1983-01-04,USA,6-0,185,Undrafted,Undrafted,Undrafted,N
2680,Thomas Walkup,1610612741,1627843,2016,1992-12-30,USA,,,Undrafted,Undrafted,Undrafted,N
2683,Shawn Dawson,1610612740,1627873,2016,1993-12-12,Israel,,,Undrafted,Undrafted,Undrafted,N
2684,Quincy Ford,1610612740,1627880,2016,1993-01-20,USA,,,Undrafted,Undrafted,Undrafted,N
2685,Robert Sacre,1610612740,203135,2016,1989-06-06,Canada,7-0,270,2012,2,60,N
2687,Lou Amundson,1610612752,200811,2016,1982-12-07,USA,6-9,220,Undrafted,Undrafted,Undrafted,N
2688,JP Tokoto,1610612752,1626160,2016,1993-09-15,USA,,,2015,2,58,N
2689,Jaleel Cousins,1610612742,1627902,2016,1993-12-01,USA,,,Undrafted,Undrafted,Undrafted,N
2690,Cleanthony Early,1610612752,203921,2016,1991-04-17,USA,6-8,210,2014,2,34,N
2691,Damien Inglis,1610612752,203996,2016,1995-05-20,France,6-8,246,2014,2,31,N
2698,Henry Sims,1610612762,203156,2016,1990-03-27,USA,6-10,248,Undrafted,Undrafted,Undrafted,N
2699,Cameron Jones,1610612744,202841,2016,1989-05-04,USA,,,Undrafted,Undrafted,Undrafted,N
2700,Phil Pressey,1610612744,203515,2016,1991-02-17,USA,5-11,175,Undrafted,Undrafted,Undrafted,N
2701,Elliot Williams,1610612744,202343,2016,1989-06-20,USA,6-5,190,2010,1,22,N
2703,Chris Crawford,1610612763,204039,2016,1992-09-30,USA,,,Undrafted,Undrafted,Undrafted,N
2707,Orlando Johnson,1610612749,203111,2016,1989-03-11,USA,6-5,220,2012,2,36,N
2708,JJ O'Brien,1610612749,1626266,2016,1992-04-08,USA,6-7,220,Undrafted,Undrafted,Undrafted,N
2709,Jaleel Roberts,1610612749,1626294,2016,1992-10-14,USA,,,Undrafted,Undrafted,Undrafted,N
2711,Trey Freeman,1610612765,1627887,2016,1992-10-12,USA,,,Undrafted,Undrafted,Undrafted,N
2714,Cory Jefferson,1610612739,203928,2016,1990-12-26,USA,6-9,218,2014,2,60,N
2718,Mitch McGary,1610612760,203956,2016,1992-06-06,USA,6-10,255,2014,1,21,N
2719,Kaleb Tarczewski,1610612760,1627818,2016,1993-02-26,USA,,,Undrafted,Undrafted,Undrafted,N
2721,Chris Wright,1610612760,202874,2016,1988-09-30,USA,6-9,226,Undrafted,Undrafted,Undrafted,N
2724,Jorge Gutierrez,1610612751,203268,2016,1988-12-27,Mexico,6-3,189,Undrafted,Undrafted,Undrafted,N
2725,Chase Budinger,1610612751,201978,2016,1988-05-22,USA,6-7,209,2009,2,44,N
2726,Beau Beech,1610612751,1627862,2016,1994-03-01,USA,,,Undrafted,Undrafted,Undrafted,N
2727,Egidijus Mockevicius,1610612751,1627865,2016,1992-09-01,Lithuania,,,Undrafted,Undrafted,Undrafted,N
2728,Andrew Andrews,1610612766,1627882,2016,1993-05-25,USA,,,Undrafted,Undrafted,Undrafted,N
2729,Nikola Pekovic,1610612750,201593,2016,1986-01-03,Montenegro,6-11,307,2008,2,31,N
2735,Branden Dawson,1610612753,1626183,2016,1993-02-01,USA,6-6,225,2015,2,56,N
2736,Kevin Murphy,1610612753,203122,2016,1990-03-06,USA,6-6,185,2012,2,47,N
2737,Keith Benson,1610612748,202728,2016,1988-08-13,USA,6-11,230,2011,2,48,N
2738,Stefan Jankovic,1610612748,1627841,2016,1993-08-04,Canada,,,Undrafted,Undrafted,Undrafted,N
2739,Jordan Adams,1610612763,203919,2016,1994-07-08,USA,6-5,209,2014,1,22,N
2740,D'Vauntes Smith-Rivera,1610612741,1627886,2016,1992-12-20,USA,,,Undrafted,Undrafted,Undrafted,N
2741,J.J. Avila,1610612741,1627938,2016,1991-10-11,USA,,,2015,,,N
2742,Nikola Jovanovic,1610612765,1627888,2016,1994-01-06,Serbia,,,Undrafted,Undrafted,Undrafted,N
2743,Elton Brand,1610612755,1882,2016,1979-03-11,USA,6-9,254,1999,1,1,N
2746,Nick Zeisloft,1610612754,1627878,2016,1992-12-18,USA,,,Undrafted,Undrafted,Undrafted,N
2748,D.J. Kennedy,1610612743,202810,2016,1989-11-05,USA,6-5,214,Undrafted,Undrafted,Undrafted,N
2755,Eric Dawson,1610612762,201286,2016,1984-07-07,USA,6-9,250,Undrafted,Undrafted,Undrafted,N
2757,Zach Auguste,1610612747,1627811,2016,1993-07-08,USA,,,Undrafted,Undrafted,Undrafted,N
2758,Julian Jacobs,1610612747,1627829,2016,1994-11-23,USA,,,Undrafted,Undrafted,Undrafted,N
2761,Dorell Wright,1610612746,2748,2016,1985-12-02,USA,6-9,205,2004,1,19,N
2764,Gracin Bakumanya,1610612756,1627836,2016,1997-07-27,DRC,,,Undrafted,Undrafted,Undrafted,N
2765,Derek Cooke Jr.,1610612756,1627496,2016,1991-08-23,USA,,,Undrafted,Undrafted,Undrafted,N
2767,Elgin Cook,1610612744,1627765,2016,1993-01-15,USA,,,Undrafted,Undrafted,Undrafted,N
2768,Scott Wood,1610612744,1627954,2016,1990-06-21,USA,,,Undrafted,Undrafted,Undrafted,N
2769,Tony Wroten,1610612763,203100,2016,1993-04-13,USA,6-6,205,2012,1,25,N
2770,Chris Copeland,1610612740,203142,2016,1984-03-17,USA,6-9,239,Undrafted,Undrafted,Undrafted,N
2778,Mo Williams,1610612739,2590,2015,1982-12-19,USA,6-1,198,2003,2,47,N
2808,Nazr Mohammed,1610612760,1737,2015,1977-09-05,USA,6-10,250,1998,1,29,N
2824,Jason Thompson,1610612761,201574,2015,1986-07-21,USA,6-11,250,2008,1,12,N
2837,Amar'e Stoudemire,1610612748,2405,2015,1982-11-16,USA,6-10,245,2002,1,9,N
2841,Tim Duncan,1610612759,1495,2015,1976-04-25,US Virgin Islands,6-11,250,1997,1,1,Y
2848,Kevin Martin,1610612759,2755,2015,1983-02-01,USA,6-7,199,2004,1,26,N
2850,Andre Miller,1610612759,1889,2015,1976-03-19,USA,6-3,200,1999,1,8,N
2862,Chris Kaman,1610612757,2549,2015,1982-04-28,USA,7-0,265,2003,1,6,N
2876,Kirk Hinrich,1610612737,2550,2015,1981-01-02,USA,6-4,190,2003,1,7,N
2906,Tyler Hansbrough,1610612766,201946,2015,1985-11-03,USA,,,2009,1,13,N
